agency_cd	site_no	datetime	Turbidity, formazin nephelometric units (FNU) (Mean)		Turbidity, formazin nephelometric units (FNU) (Max)		Turbidity, formazin nephelometric units (FNU) (Min)		Gage height, feet (Mean)		 Gage height, feet (Minimum)		Gage height, feet (Mean)		Temperature, water, degrees Celsius (Maximum)		Temperature, water, degrees Celsius (Minimum)		Temperature, water, degrees Celsius (Mean)		Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)		Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)		Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)		Salinity, water, unfiltered, parts per thousand (Maximum)		Salinity, water, unfiltered, parts per thousand (Minimum)		Salinity, water, unfiltered, parts per thousand (Mean)		pH, water, unfiltered, field, standard units (Maximum)		pH, water, unfiltered, field, standard units (Minimum)		pH, water, unfiltered, field, standard units (Median)		Discharge, cubic feet per second (Mean)		Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)		Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Mean)	
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	7374000	2022-10-13	16.7	P	25.3	P	9	P	6.01	P	5.42	P	5.67	P	23.5	P	22.7	P	23.1	P	531	P	485	P	511	P	0.3	P	0.2	P	0.3	P	8	P	8	P	8	P	170000	P	7.4	P		
USGS	7374000	2022-10-14	13.4	P	22.7	P	10	P	6.13	P	5.45	P	5.86	P	23.2	P	22.6	P	22.8	P	487	P	468	P	476	P	0.2	P	0.2	P	0.2	P	8.1	P	8	P	8	P	174000	P	7.6	P		
USGS	7374000	2022-10-15	13.1	P	21.9	P	9.6	P	5.95	P	5.28	P	5.64	P	23.4	P	22.5	P	22.7	P	497	P	473	P	486	P	0.2	P	0.2	P	0.2	P	8.1	P	8	P	8.1	P	169000	P	7.9	P		
USGS	7374000	2022-10-16	11.5	P	18.5	P	7.3	P	5.72	P	5.18	P	5.48	P	23.3	P	22.5	P	22.8	P	505	P	471	P	490	P	0.2	P	0.2	P	0.2	P	8.2	P	8.1	P	8.1	P	165000	P	8.1	P		
USGS	7374000	2022-10-17	12.6	P	36.6	P	8.1	P	5.69	P	4.99	P	5.37	P	23	P	22	P	22.6	P	480	P	466	P	474	P	0.2	P	0.2	P	0.2	P	8.2	P	8.1	P	8.1	P	162000	P	8	P		
USGS	7374000	2022-10-18	12.2	P	19.1	P	8.3	P	5.68	P	4.93	P	5.33	P	22.2	P	20.8	P	21.5	P	514	P	459	P	477	P	0.3	P	0.2	P	0.2	P	8.2	P	8.1	P	8.1	P	161000	P	8.2	P		
USGS	7374000	2022-10-19	11.4	P	19.8	P	7.7	P	5.28	P	4.64	P	5.02	P	21.4	P	20.4	P	20.9	P													8.2	P	8.1	P	8.1	P	153000	P	8.2	P		
USGS	7374000	2022-10-20							4.65	P	4.14	P	4.41	P																									139000	P	9.9	P		
USGS	7374000	2022-10-21							4.38	P	4.04	P	4.22	P																									134000	P	9.7	P		
USGS	7374000	2022-10-22							4.31	P	4.1	P	4.18	P																									133000	P	9.3	P		
USGS	7374000	2022-10-23	1	P	2.1	P	0.5	P	4.42	P	4.22	P	4.3	P																									136000	P	9.2	P		
USGS	7374000	2022-10-24	8.6	P	34.8	P	0.1	P	4.6	P	4.24	P	4.45	P	20.8	P	18	P	19.6	P																			139000	P	8.9	P		
USGS	7374000	2022-10-25	14.8	P	27.6	P	0.6	P	4.98	P	4.35	P	4.64	P	20.1	P	17.7	P	19.4	P													8.2	P	8.1	P	8.1	P	144000	P	8.9	P		
USGS	7374000	2022-10-26							4.85	P	4.17	P	4.52	P																									141000	P	9.3	P		
USGS	7374000	2022-10-27							4.96	P	4.12	P	4.55	P																									142000	P	9.4	P		
USGS	7374000	2022-10-28							5.05	P	4.2	P	4.6	P																			8.3	P	7.9	P	8.1	P	143000	P	9.2	P		
USGS	7374000	2022-10-29							5.58	P	4.29	P	4.99	P	19.4	P	17.8	P	18.9	P													8.3	P	8	P	8.1	P	153000	P	8.7	P		
USGS	7374000	2022-10-30	16.7	P	52.3	P	4.5	P	5.42	P	4.51	P	4.99	P	19.7	P	18.4	P	18.8	P													8.1	P	8.1	P	8.1	P	153000	P	8.6	P		
USGS	7374000	2022-10-31	13.8	P	22	P	9.2	P	5.44	P	4.51	P	5.01	P	19.6	P	18	P	18.9	P													8.2	P	8	P	8.1	P	153000	P	8.6	P		
USGS	7374000	2022-11-01	16.1	P	33.6	P	9	P	5.32	P	4.54	P	4.98	P	19.2	P	18.4	P	18.7	P													8.1	P	8	P	8.1	P	152000	P	8.5	P		
USGS	7374000	2022-11-02	18.9	P	40.7	P	9.9	P	5.08	P	4.53	P	4.8	P	19.4	P	17.4	P	18.6	P													8.1	P	8	P	8.1	P	148000	P	8.6	P		
USGS	7374000	2022-11-03	19	P	37.6	P	2.5	P	5.04	P	4.43	P	4.75	P	19.2	P	17.1	P	18.3	P													8.2	P	7.8	P	8.1	P	147000	P	8.8	P		
USGS	7374000	2022-11-04	22.9	P	51.3	P	12.6	P	5.23	P	4.75	P	4.98	P	19.5	P	18.4	P	18.7	P	539	P	496	P	521	P	0.3	P	0.2	P	0.3	P	8.1	P	8	P	8.1	P	152000	P	8.5	P		
USGS	7374000	2022-11-05	19.9	P	27.6	P	15.7	P	5.52	P	5.21	P	5.41	P	18.9	P	18.1	P	18.6	P	532	P	496	P	515	P	0.3	P	0.2	P	0.3	P	8.1	P	8	P	8.1	P	163000	P	8.5	P		
USGS	7374000	2022-11-06																																							8.4	P		
USGS	7374000	2022-11-07	23.9	P	48.4	P	16.1	P	5.68	P	5.26	P	5.5	P	19.4	P	18.4	P	18.8	P	487	P	471	P	479	P	0.2	P	0.2	P	0.2	P	8.1	P	8	P	8	P	165000	P	8.4	P		
USGS	7374000	2022-11-08	17.1	P	25	P	12.3	P	5.8	P	5.16	P	5.51	P	19.3	P	18.8	P	19	P	489	P	479	P	484	P	0.2	P	0.2	P	0.2	P	8.1	P	8	P	8	P	166000	P	8.5	P		
USGS	7374000	2022-11-09	16	P	23.4	P	12.5	P	5.74	P	5.36	P	5.58	P	19.4	P	18.9	P	19.1	P	496	P	484	P	489	P	0.2	P	0.2	P	0.2	P	8	P	8	P	8	P	167000	P	8.4	P		
USGS	7374000	2022-11-10	17.7	P	25.6	P	12.6	P							19.3	P	18.8	P	19	P	523	P	485	P	505	P	0.3	P	0.2	P	0.2	P	8	P	8	P	8	P			8.4	P		
USGS	7374000	2022-11-11	26.2	P	45.8	P	18.7	P	6.1	P	5.35	P	5.74	P	19.1	P	18.7	P	18.8	P	525	P	496	P	508	P	0.3	P	0.2	P	0.3	P	8.1	P	8	P	8	P	171000	P	8.5	P		
USGS	7374000	2022-11-12	24.2	P	32.7	P	19.6	P	6.01	P	5.33	P	5.66	P	18.7	P	17.8	P	18.4	P	506	P	495	P	501	P	0.2	P	0.2	P	0.2	P	8.1	P	8	P	8.1	P	169000	P	8.6	P		
USGS	7374000	2022-11-13	20.4	P	24	P	16.6	P	5.88	P	5.28	P	5.61	P	18	P	17.3	P	17.7	P	512	P	479	P	491	P	0.3	P	0.2	P	0.2	P	8.1	P	8	P	8.1	P	168000	P	8.7	P		
USGS	7374000	2022-11-14	19.6	P	32.1	P	14.3	P	5.87	P	5.27	P	5.61	P	17.3	P	16.9	P	17.1	P	516	P	474	P	494	P	0.3	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	168000	P	8.8	P		
USGS	7374000	2022-11-15	20.6	P	27.6	P	16.3	P	6.27	P	5	P	5.83	P	16.9	P	15.9	P	16.4	P	491	P	469	P	478	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	174000	P	9	P		
USGS	7374000	2022-11-16	19.5	P	25.4	P	14.9	P	5.63	P	5.18	P	5.43	P	15.9	P	15.4	P	15.7	P	522	P	471	P	501	P	0.3	P	0.2	P	0.2	P	8.1	P	8	P	8.1	P	164000	P	9	P		
USGS	7374000	2022-11-17	16.2	P	21.7	P	13.1	P	5.64	P	5.15	P	5.4	P	15.5	P	14.9	P	15.2	P	524	P	469	P	501	P	0.3	P	0.2	P	0.2	P	8.1	P	8	P	8.1	P	163000	P	9.1	P		
USGS	7374000	2022-11-18	16.7	P	23	P	12.8	P	5.38	P	5.05	P	5.25	P	15.1	P	14.5	P	14.8	P	520	P	474	P	492	P	0.3	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	159000	P	9.3	P		
USGS	7374000	2022-11-19	14.7	P	17.7	P	12.7	P	5.67	P	5.14	P	5.44	P	14.6	P	14.1	P	14.4	P	520	P	482	P	495	P	0.3	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	164000	P	9.5	P		
USGS	7374000	2022-11-20	14.6	P	21.7	P	12.3	P	5.88	P	5.64	P	5.77	P	14.3	P	13.7	P	14	P	521	P	492	P	501	P	0.3	P	0.2	P	0.2	P	8.1	P	8	P	8.1	P	172000	P	9.6	P		
USGS	7374000	2022-11-21	18.1	P	21.7	P	14.3	P	6.07	P	5.75	P	5.95	P	13.8	P	13.3	P	13.6	P	520	P	499	P	507	P	0.3	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	177000	P	9.7	P		
USGS	7374000	2022-11-22	20.9	P	26.1	P	15.9	P	6.58	P	6.07	P	6.34	P	13.3	P	12.9	P	13.1	P	511	P	487	P	498	P	0.3	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	187000	P	9.9	P		
USGS	7374000	2022-11-23	23.8	P	33.8	P	18.1	P	7.31	P	6.55	P	7	P	13.1	P	12.8	P	12.9	P	506	P	487	P	496	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	203000	P	10	P	0.53	P
USGS	7374000	2022-11-24	30	P	48.9	P	22.1	P	7.83	P	7.19	P	7.54	P	13.4	P	12.7	P	12.9	P	513	P	469	P	499	P	0.3	P	0.2	P	0.2	P	8.2	P	8.1	P	8.1	P	217000	P	10	P	0.54	P
USGS	7374000	2022-11-25	37.7	P	56.5	P	28	P	8.52	P	7.83	P	8.18	P	13.4	P	12.7	P	13	P	486	P	457	P	473	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	234000	P	10	P	0.58	P
USGS	7374000	2022-11-26	35.6	P	47.7	P	28	P	8.85	P	7.98	P	8.56	P	13	P	12.5	P	12.7	P	496	P	452	P	476	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	244000	P	10	P	0.6	P
USGS	7374000	2022-11-27	33.7	P	47.9	P	21.8	P	9.12	P	8.36	P	8.81	P	13	P	12.4	P	12.6	P	467	P	449	P	458	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	250000	P	10	P	0.61	P
USGS	7374000	2022-11-28	31.2	P	41.7	P	21.3	P	8.82	P	8.22	P	8.53	P	12.6	P	12.3	P	12.4	P	465	P	455	P	457	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	243000	P	10.1	P	0.67	P
USGS	7374000	2022-11-29							8.81	P	8.25	P	8.56	P	21.2	P	12.2	P	14.2	P	461	P	8	P	355	P	0.2	P	0	P	0.2	P	8.1	P	7.9	P	8.1	P	244000	P	9.9	P	0.72	P
USGS	7374000	2022-11-30							8.98	P	8.54	P	8.78	P	21.2	P	12.3	P	13.4	P	459	P	8	P	408	P	0.2	P	0	P	0.2	P	8.1	P	8	P	8.1	P	249000	P	10.2	P	0.78	P
USGS	7374000	2022-12-01	37.4	P	50.8	P	23.8	P	9.14	P	8.66	P	8.95	P	12.3	P	11.8	P	12.1	P	493	P	449	P	466	P	0.2	P	0.2	P	0.2	P	8.1	P	8	P	8.1	P	253000	P	10.3	P	0.81	P
USGS	7374000	2022-12-02	23.2	P	26.3	P	20.5	P	8.93	P	8.54	P	8.72	P	12	P	11.6	P	11.8	P	490	P	469	P	477	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	248000	P	10.5	P	0.81	P
USGS	7374000	2022-12-03	21.2	P	23.5	P	19	P	8.66	P	8.35	P	8.49	P	11.9	P	11.7	P	11.8	P	492	P	469	P	479	P	0.2	P	0.2	P	0.2	P	8.2	P	8.1	P	8.1	P	242000	P	10.5	P	0.8	P
USGS	7374000	2022-12-04	20.7	P	22.6	P	16.1	P	8.4	P	7.88	P	8.15	P	11.9	P	11.7	P	11.8	P	476	P	453	P	461	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	233000	P	10.5	P	0.78	P
USGS	7374000	2022-12-05	23.1	P	33.3	P	18.1	P	7.97	P	7.59	P	7.79	P	12.1	P	11.8	P	11.9	P	494	P	453	P	472	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	224000	P	10.4	P	0.77	P
USGS	7374000	2022-12-06	30.9	P	39.3	P	24.9	P	7.89	P	7.25	P	7.59	P	12.2	P	11.8	P	12	P	482	P	456	P	471	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	219000	P	10.3	P	0.81	P
USGS	7374000	2022-12-07	31.8	P	36.6	P	27.9	P	7.59	P	7.08	P	7.36	P	12.3	P	11.9	P	12.1	P	464	P	455	P	458	P	0.2	P	0.2	P	0.2	P	8.1	P	8.1	P	8.1	P	213000	P	10.3	P	0.82	P
